Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
commons-lang,org.apache.commons.lang3,ClassUtilsTest,test_getSimpleName_Object,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3,ClassUtilsTest,test_getSimpleName_Object_String,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3,ClassUtilsTest,test_isAssignable,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 20
commons-lang,org.apache.commons.lang3,ClassUtilsTest,test_isAssignable_Autoboxing,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 19
commons-lang,org.apache.commons.lang3,ClassUtilsTest,test_isAssignable_ClassArray_ClassArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 15
commons-lang,org.apache.commons.lang3,ClassUtilsTest,test_isAssignable_ClassArray_ClassArray_Autoboxing,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 15
commons-lang,org.apache.commons.lang3,ClassUtilsTest,test_isAssignable_ClassArray_ClassArray_NoAutoboxing,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 15
commons-lang,org.apache.commons.lang3,ClassUtilsTest,test_isAssignable_DefaultUnboxing_Widening,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 64
commons-lang,org.apache.commons.lang3,ClassUtilsTest,test_isAssignable_NoAutoboxing,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 19
commons-lang,org.apache.commons.lang3,ClassUtilsTest,test_isAssignable_Unboxing_Widening,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 64
commons-lang,org.apache.commons.lang3,ClassUtilsTest,test_isAssignable_Widening,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 64
commons-lang,org.apache.commons.lang3,ClassUtilsTest,test_isInnerClass_Class,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-lang,org.apache.commons.lang3,ClassUtilsTest,testComparable,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3,ClassUtilsTest,testConstructor,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3,ClassUtilsTest,testGetClassByNormalNameArrays,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
commons-lang,org.apache.commons.lang3,ClassUtilsTest,testGetClassByNormalNameArrays2D,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3,ClassUtilsTest,testGetClassClassNotFound,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3,ClassUtilsTest,testGetClassInvalidArguments,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3,ClassUtilsTest,testGetClassRawPrimitives,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3,ClassUtilsTest,testGetClassWithArrayClasses,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3,ClassUtilsTest,testGetClassWithArrayClasses2D,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3,ClassUtilsTest,testGetComponentType,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3,ClassUtilsTest,testGetInnerClass,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-lang,org.apache.commons.lang3,ClassUtilsTest,testGetInnerClass,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.ClassUtils.getClass; org.apache.commons.lang3.ClassUtils.getClass
commons-lang,org.apache.commons.lang3,ClassUtilsTest,testGetPublicMethod,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,ClassUtilsTest,testHierarchyExcludingInterfaces,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,ClassUtilsTest,testHierarchyIncludingInterfaces,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3,ClassUtilsTest,testIsPrimitiveOrWrapper,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 21
commons-lang,org.apache.commons.lang3,ClassUtilsTest,testIsPrimitiveWrapper,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 21
